1	5	3	2	2	1	1	2	3	3	2	2	1	2	2	5	2	6	3	5	1	3	1	3	3	3	3	2	3	1	2	2	5	3	5	2	2	3	2	4	2	2	2	3	4	2	5	1	5	2	2	6	2	2	2	6	6	1	6	1	1	5	6	6	3	6	5	5	1	1	6	5	6	1	2	3	6	7	7	7	81	69	72	75	2	3	3	6	6	6	5	4	5	6	6	6	5	5	5	5	5	5	5	3	3	9	1	1	6	10	6	6	366	307	-999
2	1	1	1	1	1	1	1	2	3	2	1	2	1	1	4	1	5	2	2	1	4	1	5	5	4	5	5	6	1	3	3	5	6	7	5	1	5	3	1	2	2	1	1	2	5	3	4	2	1	1	5	1	1	1	6	3	1	3	6	1	5	6	3	2	5	5	4	2	2	4	6	6	3	6	7	6	7	5	6	80	75	70	85	3	1	1	6	6	5	4	2	2	6	6	6	5	5	6	2	3	4	6	1	6	8	3	7	9	7	4	6	223	169	-999
2	2	5	4	3	1	3	2	4	5	1	4	2	2	2	6	2	2	6	5	2	5	3	3	5	5	5	5	4	2	2	4	4	5	4	5	4	6	2	3	2	2	1	1	1	2	4	2	4	1	2	5	2	2	2	4	2	1	5	5	2	2	5	4	2	2	1	2	2	2	1	2	2	2	2	2	2	5	4	2	8	80	80	80	2	5	5	7	6	6	5	2	5	6	6	5	5	6	5	2	2	2	5	2	7	7	9	6	9	5	5	9	300	100	1
7	1	7	7	6	1	1	1	1	7	1	7	1	1	7	7	6	7	6	1	1	7	5	1	7	5	5	5	3	1	3	3	5	2	4	1	7	7	1	7	7	7	7	1	1	7	7	1	3	1	7	7	7	5	7	7	6	7	7	7	1	1	1	5	1	1	1	3	1	1	2	3	4	1	1	5	1	2	1	2	15	100	100	90	1	7	1	7	7	7	7	1	7	6	7	7	7	7	7	1	1	3	9	9	9	8	9	6	12	4	12	7	422	209	-999
1	5	5	3	4	1	3	4	3	5	1	1	1	2	2	5	2	2	6	4	1	4	1	4	4	4	3	1	1	1	4	1	5	3	2	2	2	6	2	4	1	1	1	2	3	5	1	3	2	3	1	5	3	1	1	5	1	1	5	2	1	1	4	1	4	4	4	1	4	4	4	4	4	4	4	1	4	4	4	4	83	94	81	97	3	4	5	6	6	6	4	4	4	6	6	5	7	6	7	4	4	4	3	1	1	9	5	1	8	5	4	5	323	244	2
2	6	6	7	6	2	2	6	6	7	7	5	5	5	1	6	5	7	7	6	2	5	1	1	3	1	5	2	1	1	1	1	2	2	5	1	5	3	5	1	2	5	1	5	3	3	2	2	5	5	1	6	3	1	2	2	3	1	7	6	2	2	7	2	1	6	6	2	2	1	3	6	6	2	6	5	6	7	4	7	10	85	49	85	1	2	2	6	6	6	5	2	2	5	5	6	6	5	4	3	2	6	7	2	3	6	6	3	10	8	4	5	308	129	-999
5	4	5	2	4	4	5	6	5	5	3	6	7	5	7	5	6	5	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	7	1	1	1	1	1	3	1	3	2	1	1	7	1	1	1	7	6	1	1	5	7	1	4	1	1	3	5	1	1	1	5	1	5	1	5	5	1	3	1	1	100	100	80	100	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	8	1	7	9	8	5	11	7	4	11	464	14	-999
1	5	3	3	1	3	2	2	5	1	3	2	3	1	5	5	3	1	6	5	1	5	5	5	5	5	6	5	5	3	5	3	6	7	5	5	3	5	1	5	1	1	1	3	2	3	1	1	3	2	1	5	2	1	1	2	1	1	1	3	1	1	6	1	6	6	1	1	1	2	6	6	6	1	6	1	5	6	5	5	25	85	75	90	5	5	5	7	7	7	5	2	3	6	5	6	6	7	5	5	5	5	3	3	2	8	4	3	7	6	6	7	378	319	-999
1	3	2	5	3	1	1	1	7	7	1	1	2	2	1	7	1	7	7	5	1	5	1	5	6	7	6	5	6	5	5	1	7	7	7	7	1	7	7	6	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	7	1	1	3	1	1	6	7	1	1	6	5	4	1	1	7	7	7	1	7	7	7	7	7	7	100	65	100	70	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	1	3	9	5	1	9	11	4	7	342	60	-999
2	7	7	7	7	1	1	1	7	7	1	5	7	3	1	1	7	1	7	7	1	1	1	1	5	1	1	7	5	1	1	1	1	1	7	1	5	7	1	1	1	1	1	1	1	5	1	1	1	1	1	7	1	1	1	7	1	1	1	2	1	2	3	1	5	6	4	6	1	1	7	3	7	1	5	6	1	1	3	7	1	100	100	100	1	1	7	7	7	7	5	2	3	6	7	5	3	3	3	5	5	3	9	1	6	8	7	1	12	9	4	4	361	105	-999
2	5	5	2	3	2	1	2	5	5	2	2	1	2	6	4	1	5	6	6	5	7	6	6	7	6	7	6	7	5	6	6	7	7	6	7	5	7	6	6	1	1	1	3	2	4	1	1	3	2	2	6	2	1	1	7	5	1	2	3	2	4	7	1	1	4	3	5	1	1	3	6	4	1	2	1	2	7	2	4	94	86	89	95	5	5	4	7	7	7	6	5	5	6	5	6	4	6	7	6	6	2	7	1	5	8	7	4	10	10	4	9	364	172	-999
4	5	5	5	2	2	2	3	5	6	2	3	5	2	2	6	6	5	5	5	2	5	5	5	5	5	6	5	5	5	5	5	6	6	6	5	5	6	1	5	1	2	2	3	3	2	2	2	2	3	2	7	4	4	1	2	2	3	5	2	3	4	3	1	6	2	2	2	2	2	2	5	5	1	4	2	3	3	5	2	60	70	70	100	4	5	6	7	6	7	4	2	2	6	5	5	5	6	6	4	4	2	5	2	4	8	7	5	10	8	6	9	389	211	-999
5	6	6	7	5	2	2	2	6	7	3	2	5	2	5	6	5	7	6	7	4	6	5	6	6	6	6	6	7	6	2	4	6	5	6	5	6	6	6	6	3	5	2	2	2	6	4	1	4	1	3	7	2	2	2	7	3	4	6	6	2	5	7	2	4	6	6	7	4	2	6	6	7	2	5	6	7	7	6	6	90	100	90	91	6	6	6	7	7	6	6	6	6	5	6	6	6	6	6	5	6	6	8	6	8	8	8	7	12	10	10	11	259	73	1
2	3	4	3	2	3	3	3	4	3	3	2	3	3	3	3	2	5	4	5	2	4	4	4	4	4	3	4	4	4	4	2	3	3	4	4	2	2	5	5	2	2	2	6	5	2	2	3	3	5	2	6	5	2	2	6	2	2	4	2	2	2	4	1	2	2	4	3	2	2	2	2	4	2	4	4	4	4	5	3	80	80	60	80	3	2	4	5	5	5	5	2	3	5	5	5	5	3	5	4	4	4	3	2	4	7	3	6	5	7	5	6	299	275	4
6	7	5	3	7	4	4	4	6	7	3	7	4	5	5	7	6	6	6	5	6	7	7	5	5	6	7	6	6	7	5	6	6	7	7	6	7	7	7	7	5	5	2	2	4	5	6	2	6	2	2	6	3	2	1	7	6	2	6	6	4	4	6	7	1	3	2	2	6	2	3	3	4	2	4	3	6	7	5	4	85	93	76	88	4	5	6	7	7	6	5	2	3	6	2	6	5	7	7	4	2	2	9	2	7	7	9	9	12	6	4	10	138	81	-999
5	4	7	6	5	1	1	1	6	6	1	2	2	5	3	7	6	6	6	6	4	5	4	2	6	6	1	6	6	6	3	3	7	6	6	5	4	7	4	6	5	4	5	1	1	7	4	6	3	1	5	7	2	1	2	7	4	7	6	5	2	5	7	6	6	6	5	6	2	4	7	7	7	4	6	7	7	7	5	7	76	100	100	100	4	5	5	7	7	7	7	6	6	7	7	7	7	6	7	7	7	7	7	8	7	9	9	2	10	9	10	9	369	133	-999
5	6	3	5	4	3	3	3	5	4	3	5	4	3	3	5	4	5	5	5	6	3	4	4	5	5	5	4	5	5	5	6	4	4	5	5	5	4	5	5	3	5	3	2	2	5	5	2	3	2	2	5	3	3	3	4	5	4	4	3	3	3	6	2	6	6	4	5	3	2	5	5	4	5	5	5	6	6	4	5	60	70	80	70	5	5	4	6	6	6	6	4	5	6	7	5	4	6	6	6	5	6	6	5	6	7	7	5	9	10	7	9	333	174	1
1	7	6	5	2	1	1	5	6	5	2	2	5	2	4	6	5	5	6	2	1	5	6	5	5	6	5	5	5	3	5	5	3	5	1	7	6	7	1	3	5	5	6	1	1	7	5	2	1	1	5	7	1	2	1	7	5	2	5	1	1	1	4	1	1	1	1	2	1	1	4	1	6	1	1	1	1	4	1	1	70	100	85	95	6	6	5	7	7	7	7	3	5	7	7	7	7	7	7	1	1	1	7	5	1	8	7	2	10	4	9	5	408	55	-999
5	5	1	2	1	1	1	1	5	4	1	1	1	1	1	7	2	1	7	1	1	6	4	1	5	7	7	7	7	7	5	4	7	7	7	6	1	7	1	7	2	1	1	4	4	4	1	4	2	3	2	2	5	4	1	3	5	4	5	7	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	100	100	91	95	1	1	1	7	7	7	1	1	1	7	7	7	5	5	5	1	1	1	5	1	7	8	9	5	8	9	4	10	404	131	-999
1	7	5	5	5	1	1	1	6	6	1	1	2	1	1	6	5	7	7	6	1	2	4	2	3	3	5	5	3	5	1	1	6	5	5	3	4	6	5	2	1	1	1	1	2	5	1	1	2	1	1	7	1	1	1	7	1	3	7	2	1	7	7	1	7	7	5	7	1	1	7	7	7	1	7	7	7	7	7	7	51	69	72	61	5	5	5	7	7	7	4	3	5	7	7	7	7	7	7	7	7	7	6	3	7	9	4	4	10	11	7	10	345	111	-999
2	6	5	3	2	1	2	3	2	3	2	2	2	1	5	6	2	6	5	2	2	2	2	2	2	2	2	2	2	2	2	2	4	5	4	5	3	4	2	2	1	2	2	3	2	6	2	2	3	2	2	5	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	89	0	77	96	2	4	5	6	6	6	4	2	2	6	6	6	6	6	6	2	2	2	4	1	3	8	6	1	7	5	4	4	391	299	4
5	6	6	6	5	2	2	5	5	6	2	2	5	3	5	6	6	6	6	7	6	7	5	6	7	6	6	6	7	6	6	5	6	6	5	6	7	7	5	5	2	5	2	2	1	5	2	2	5	2	2	6	2	1	2	6	5	2	6	6	2	5	6	2	6	2	3	5	5	2	3	5	6	3	5	5	5	6	2	2	80	100	100	96	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	5	3	1	7	7	7	4	11	9	5	10	364	80	-999
4	6	4	4	2	4	3	5	5	6	2	2	2	3	3	1	5	3	6	6	4	4	6	6	3	6	6	1	2	5	3	4	4	5	3	1	5	3	5	5	5	5	4	5	6	3	5	3	3	4	4	2	5	3	3	5	5	5	7	4	3	4	3	3	1	3	4	3	4	4	4	3	3	6	3	3	3	5	1	2	82	82	83	82	4	4	4	4	2	3	4	4	3	2	1	3	3	5	5	5	3	4	3	1	6	4	7	4	9	5	7	7	182	182	-999
2	6	5	2	4	2	2	2	5	6	2	2	2	2	2	5	5	5	5	5	2	5	5	7	6	5	4	5	5	4	4	3	6	6	6	4	4	6	2	2	1	2	2	3	2	5	2	2	4	2	2	6	2	2	2	5	2	2	3	2	2	5	6	2	4	6	4	5	2	2	6	5	5	2	6	5	6	6	5	6	88	71	62	83	4	5	4	7	7	7	6	4	5	6	6	6	6	6	6	6	5	5	6	1	5	8	6	3	10	9	5	7	337	283	-999
5	7	6	6	7	3	3	4	7	6	5	4	6	5	7	6	6	7	7	7	4	7	5	5	5	5	6	6	6	6	5	6	6	6	5	6	6	6	6	6	3	3	2	3	3	3	5	2	3	3	2	6	5	2	2	5	3	2	7	2	1	2	3	1	3	5	5	2	2	2	5	4	5	2	2	5	3	6	5	5	30	92	78	92	5	6	7	7	7	6	6	7	6	6	6	6	7	7	7	6	5	5	7	4	3	8	7	6	10	7	9	8	295	130	-999
6	5	7	5	5	3	2	2	5	6	3	4	4	3	2	6	5	3	6	5	4	3	4	4	1	3	5	4	5	5	1	2	4	6	3	3	5	4	2	4	5	5	3	5	5	2	5	5	4	5	5	7	6	2	5	7	7	5	7	5	2	2	6	4	2	4	2	5	2	1	4	6	2	2	5	1	6	6	1	6	75	90	80	90	2	3	5	6	6	7	2	2	2	6	5	5	6	5	6	4	4	4	8	4	7	8	7	5	11	9	8	6	372	127	4
3	6	5	5	5	2	2	2	2	3	2	2	2	2	3	6	2	5	6	6	2	5	5	4	6	5	6	6	6	5	5	6	6	7	6	5	5	6	6	6	2	2	1	2	2	6	2	2	2	2	2	6	2	2	2	6	2	2	6	2	2	6	6	2	6	7	5	6	2	2	6	6	6	2	3	6	6	6	5	6	70	85	85	85	5	4	6	6	6	6	6	6	6	6	5	6	5	6	6	6	6	6	3	2	7	8	6	3	10	9	5	9	376	152	1
1	5	3	4	2	1	2	1	6	5	1	2	1	1	1	3	4	2	6	2	2	4	4	4	2	3	4	4	1	5	7	1	5	4	4	7	6	4	1	4	2	2	1	1	1	4	3	2	1	1	1	7	1	1	2	6	7	1	5	5	1	1	1	1	6	7	4	1	4	4	1	7	4	1	1	5	7	7	1	4	100	100	100	100	7	1	1	7	7	7	6	7	6	7	7	7	6	7	5	4	4	7	4	1	4	9	3	1	8	4	4	4	406	254	-999
2	2	2	2	2	4	4	4	2	3	3	2	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	6	6	2	2	4	6	4	2	6	5	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	3	30	30	30	45	2	2	2	5	5	4	4	2	2	2	4	2	2	2	6	2	2	2	2	2	2	8	2	3	4	6	4	4	184	281	-999
2	5	2	1	4	1	1	1	2	4	1	5	4	1	3	2	1	5	4	3	1	7	2	2	4	1	7	3	3	2	6	2	6	4	3	5	2	5	1	3	1	2	4	1	1	2	1	3	1	1	2	2	2	1	3	3	2	3	5	1	2	3	6	1	2	2	4	2	1	2	2	2	2	2	6	5	4	6	1	2	20	56	47	74	5	5	3	6	5	5	5	5	7	6	7	4	5	5	7	5	5	3	4	5	1	7	7	2	8	5	7	9	290	192	-999
7	7	1	6	7	1	1	1	7	1	1	5	5	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	7	3	1	5	1	1	1	6	1	1	1	1	7	1	1	3	7	5	1	5	1	4	1	7	7	2	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	100	100	100	100	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	1	1	9	9	7	11	6	4	12	370	94	-999
7	7	7	6	7	1	1	1	7	7	2	7	1	1	1	7	7	7	7	6	7	6	2	1	7	1	7	6	2	2	1	1	6	6	6	6	7	7	1	4	7	1	1	1	1	7	7	1	1	1	1	7	1	1	1	7	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	0	100	100	100	1	4	7	7	7	7	7	4	7	7	7	7	7	7	7	1	1	1	9	1	1	9	6	1	12	4	4	4	449	15	-999
3	5	2	2	2	2	2	2	5	6	3	2	2	2	2	7	3	6	5	6	3	5	3	4	5	3	6	2	5	2	2	3	5	5	6	2	5	5	2	2	2	2	2	3	2	3	2	2	3	2	2	6	2	2	5	6	2	3	6	2	1	2	6	2	2	6	5	6	2	2	3	2	7	2	5	5	5	6	6	6	30	52	55	82	3	5	3	7	7	7	6	2	3	7	6	7	5	7	7	7	6	6	3	3	6	8	7	2	8	10	7	7	263	73	-999
6	7	6	6	7	1	1	3	5	7	5	2	5	1	2	7	7	7	7	7	2	7	2	1	7	3	7	6	6	5	1	5	6	3	2	1	6	5	5	6	6	6	2	1	2	5	5	4	6	1	3	7	2	3	1	7	6	1	7	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	30	95	85	90	2	4	6	7	7	7	7	2	6	7	7	7	6	5	7	1	1	1	7	1	9	8	8	3	11	4	4	8	378	96	-999
2	5	5	5	2	2	3	3	6	4	2	2	2	2	2	4	2	4	5	3	2	2	3	5	2	5	3	2	2	2	2	2	3	3	3	2	2	2	2	3	1	2	2	6	6	2	2	2	3	6	2	6	5	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	50	55	20	45	4	2	2	5	5	5	2	2	2	6	6	5	3	6	3	2	2	2	5	1	4	8	3	3	8	4	4	5	344	246	-999
5	7	5	6	5	2	3	3	6	6	2	5	2	2	5	6	5	6	6	5	5	5	5	5	5	5	3	5	5	3	4	3	6	5	5	5	5	6	5	5	3	3	3	2	2	6	2	2	2	2	3	7	3	2	2	6	5	5	7	5	2	5	6	2	4	6	4	6	2	2	6	5	5	5	4	5	6	5	3	5	92	100	88	100	5	6	6	6	6	6	5	5	4	6	6	6	6	6	6	5	5	5	6	2	6	7	6	2	9	6	6	6	224	96	-999
1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	7	2	1	1	4	1	4	1	1	1	1	1	6	1	1	2	1	1	3	1	4	1	4	1	1	1	1	1	1	5	1	1	1	1	6	1	1	1	1	4	1	1	1	3	5	1	1	100	100	100	100	1	1	1	7	7	7	1	1	1	4	6	4	1	1	7	1	1	1	1	1	1	9	5	1	4	4	4	4	405	356	-999
